,Sample,Assembler,Reference,Reference Length,SNP Location,Substitution Type
12711,SRR8073716,Unicycler,2623620567,7002527.0,5822530.0,t->c
12712,SRR8073716,Unicycler,2623620567,7002527.0,5822549.0,g->c
12713,SRR8073716,Unicycler,2623620567,7002527.0,5822555.0,c->g
12714,SRR8073716,Unicycler,2623620567,7002527.0,5822566.0,c->g
12715,SRR8073716,Unicycler,2623620567,7002527.0,5822567.0,c->t
12716,SRR8073716,Unicycler,2623620567,7002527.0,5822578.0,c->t
12717,SRR8073716,Unicycler,2623620567,7002527.0,5822581.0,g->c
12718,SRR8073716,Unicycler,2623620567,7002527.0,5822594.0,g->c
12719,SRR8073716,Unicycler,2623620567,7002527.0,5822603.0,g->c
12720,SRR8073716,Unicycler,2623620567,7002527.0,5822612.0,g->c
12721,SRR8073716,Unicycler,2623620567,7002527.0,5822616.0,g->c
12722,SRR8073716,Unicycler,2623620567,7002527.0,5822620.0,g->c
12723,SRR8073716,Unicycler,2623620567,7002527.0,5822628.0,a->g
12724,SRR8073716,Unicycler,2623620567,7002527.0,5822633.0,c->g
12725,SRR8073716,Unicycler,2623620567,7002527.0,5822639.0,g->c
12726,SRR8073716,Unicycler,2623620567,7002527.0,5822643.0,g->a
12727,SRR8073716,Unicycler,2623620567,7002527.0,5822644.0,t->c
12728,SRR8073716,Unicycler,2623620567,7002527.0,5822666.0,g->a
12729,SRR8073716,Unicycler,2623620567,7002527.0,5822696.0,g->c
12730,SRR8073716,Unicycler,2623620567,7002527.0,5822701.0,c->t
12731,SRR8073716,Unicycler,2623620567,7002527.0,5822702.0,c->g
12732,SRR8073716,Unicycler,2623620567,7002527.0,5822705.0,c->t
12733,SRR8073716,Unicycler,2623620567,7002527.0,5822714.0,g->c
12734,SRR8073716,Unicycler,2623620567,7002527.0,5822716.0,t->c
12735,SRR8073716,Unicycler,2623620567,7002527.0,5822723.0,a->g
12736,SRR8073716,Unicycler,2623620567,7002527.0,5822729.0,c->g
12737,SRR8073716,Unicycler,2623620567,7002527.0,5822731.0,g->t
12738,SRR8073716,Unicycler,2623620567,7002527.0,5822738.0,g->c
12739,SRR8073716,Unicycler,2623620567,7002527.0,5822739.0,g->a
12740,SRR8073716,Unicycler,2623620567,7002527.0,5822741.0,g->c
12741,SRR8073716,Unicycler,2623620567,7002527.0,5822742.0,t->g
12742,SRR8073716,Unicycler,2623620567,7002527.0,5822745.0,c->t
12743,SRR8073716,Unicycler,2623620567,7002527.0,5822763.0,g->t
12744,SRR8073716,Unicycler,2623620567,7002527.0,5822776.0,t->c
12745,SRR8073716,Unicycler,2623620567,7002527.0,5822796.0,g->c
12746,SRR8073716,Unicycler,2623620567,7002527.0,5822797.0,t->c
12747,SRR8073716,Unicycler,2623620567,7002527.0,5822800.0,t->g
12748,SRR8073716,Unicycler,2623620567,7002527.0,5822803.0,g->a
12749,SRR8073716,Unicycler,2623620567,7002527.0,5822804.0,t->c
12750,SRR8073716,Unicycler,2623620567,7002527.0,5822806.0,t->g
12751,SRR8073716,Unicycler,2623620567,7002527.0,5822812.0,c->t
12752,SRR8073716,Unicycler,2623620567,7002527.0,5822815.0,a->g
12753,SRR8073716,Unicycler,2623620567,7002527.0,5822820.0,c->g
12754,SRR8073716,Unicycler,2623620567,7002527.0,5822822.0,t->a
12755,SRR8073716,Unicycler,2623620567,7002527.0,5822824.0,c->t
12756,SRR8073716,Unicycler,2623620567,7002527.0,5822826.0,c->a
12757,SRR8073716,Unicycler,2623620567,7002527.0,5822837.0,a->c
12758,SRR8073716,Unicycler,2623620567,7002527.0,5822838.0,g->c
12759,SRR8073716,Unicycler,2623620567,7002527.0,5822839.0,c->g
12760,SRR8073716,Unicycler,2623620567,7002527.0,5822848.0,g->a
12761,SRR8073716,Unicycler,2623620567,7002527.0,5822862.0,t->c
12762,SRR8073716,Unicycler,2623620567,7002527.0,5822865.0,c->g
12763,SRR8073716,Unicycler,2623620567,7002527.0,5822867.0,c->t
12764,SRR8073716,Unicycler,2623620567,7002527.0,5822871.0,g->t
12765,SRR8073716,Unicycler,2623620567,7002527.0,5822873.0,c->g
12766,SRR8073716,Unicycler,2623620567,7002527.0,5822874.0,c->t
12767,SRR8073716,Unicycler,2623620567,7002527.0,5822882.0,g->c
12768,SRR8073716,Unicycler,2623620567,7002527.0,5822889.0,a->g
12769,SRR8073716,Unicycler,2623620567,7002527.0,5822899.0,g->a
12770,SRR8073716,Unicycler,2623620567,7002527.0,5822912.0,a->g
12771,SRR8073716,Unicycler,2623620567,7002527.0,5822914.0,c->g
12772,SRR8073716,Unicycler,2623620567,7002527.0,5822915.0,c->g
12773,SRR8073716,Unicycler,2623620567,7002527.0,5822959.0,a->g
12774,SRR8073716,Unicycler,2623620567,7002527.0,5822961.0,a->t
12775,SRR8073716,Unicycler,2623620567,7002527.0,5822966.0,g->a
12776,SRR8073716,Unicycler,2623620567,7002527.0,5822968.0,a->c
12777,SRR8073716,Unicycler,2623620567,7002527.0,5822974.0,a->c
12778,SRR8073716,Unicycler,2623620567,7002527.0,5822976.0,a->g
12779,SRR8073716,Unicycler,2623620567,7002527.0,5822978.0,g->c
12780,SRR8073716,Unicycler,2623620567,7002527.0,5822981.0,c->g
12781,SRR8073716,Unicycler,2623620567,7002527.0,5822987.0,c->a
12782,SRR8073716,Unicycler,2623620567,7002527.0,5823003.0,a->g
12783,SRR8073716,Unicycler,2623620567,7002527.0,5823004.0,c->a
12784,SRR8073716,Unicycler,2623620567,7002527.0,5823005.0,c->g
12785,SRR8073716,Unicycler,2623620567,7002527.0,5823012.0,g->c
12786,SRR8073716,Unicycler,2623620567,7002527.0,5823025.0,c->g
12787,SRR8073716,Unicycler,2623620567,7002527.0,5823026.0,g->c
12788,SRR8073716,Unicycler,2623620567,7002527.0,5823032.0,c->g
12789,SRR8073716,Unicycler,2623620567,7002527.0,5823035.0,g->c
12790,SRR8073716,Unicycler,2623620567,7002527.0,5823038.0,c->g
12791,SRR8073716,Unicycler,2623620567,7002527.0,5823039.0,c->a
12792,SRR8073716,Unicycler,2623620567,7002527.0,5823047.0,c->g
12793,SRR8073716,Unicycler,2623620567,7002527.0,5823048.0,a->g
12794,SRR8073716,Unicycler,2623620567,7002527.0,5823049.0,c->t
12795,SRR8073716,Unicycler,2623620567,7002527.0,5823050.0,g->c
12796,SRR8073716,Unicycler,2623620567,7002527.0,5823059.0,c->t
12797,SRR8073716,Unicycler,2623620567,7002527.0,5823070.0,c->t
12798,SRR8073716,Unicycler,2623620567,7002527.0,5823077.0,c->a
12799,SRR8073716,Unicycler,2623620567,7002527.0,5823080.0,c->t
12800,SRR8073716,Unicycler,2623620567,7002527.0,5823089.0,c->g
12801,SRR8073716,Unicycler,2623620567,7002527.0,5823095.0,c->a
12802,SRR8073716,Unicycler,2623620567,7002527.0,5823101.0,a->c
12803,SRR8073716,Unicycler,2623620567,7002527.0,5823108.0,a->g
12804,SRR8073716,Unicycler,2623620567,7002527.0,5823109.0,g->a
12805,SRR8073716,Unicycler,2623620567,7002527.0,5823110.0,g->a
12806,SRR8073716,Unicycler,2623620567,7002527.0,5823113.0,c->g
12807,SRR8073716,Unicycler,2623620567,7002527.0,5823114.0,g->a
12808,SRR8073716,Unicycler,2623620567,7002527.0,5823126.0,g->c
12809,SRR8073716,Unicycler,2623620567,7002527.0,5823131.0,a->t
12810,SRR8073716,Unicycler,2623620567,7002527.0,5823135.0,t->c
12811,SRR8073716,Unicycler,2623620567,7002527.0,5823138.0,a->c
12812,SRR8073716,Unicycler,2623620567,7002527.0,5823143.0,a->t
12813,SRR8073716,Unicycler,2623620567,7002527.0,5823147.0,a->g
12814,SRR8073716,Unicycler,2623620567,7002527.0,5823149.0,a->g
12815,SRR8073716,Unicycler,2623620567,7002527.0,5823154.0,t->c
12816,SRR8073716,Unicycler,2623620567,7002527.0,5823156.0,c->g
12817,SRR8073716,Unicycler,2623620567,7002527.0,5823163.0,c->t
12818,SRR8073716,Unicycler,2623620567,7002527.0,5823169.0,g->c
12819,SRR8073716,Unicycler,2623620567,7002527.0,5823170.0,t->g
12820,SRR8073716,Unicycler,2623620567,7002527.0,5823174.0,g->c
12821,SRR8073716,Unicycler,2623620567,7002527.0,5823176.0,a->t
12822,SRR8073716,Unicycler,2623620567,7002527.0,5823178.0,g->c
12823,SRR8073716,Unicycler,2623620567,7002527.0,5823183.0,c->a
12824,SRR8073716,Unicycler,2623620567,7002527.0,5823192.0,g->c
12825,SRR8073716,Unicycler,2623620567,7002527.0,5823193.0,c->g
12826,SRR8073716,Unicycler,2623620567,7002527.0,5823197.0,t->c
12827,SRR8073716,Unicycler,2623620567,7002527.0,5823208.0,t->g
12828,SRR8073716,Unicycler,2623620567,7002527.0,5823218.0,g->c
12829,SRR8073716,Unicycler,2623620567,7002527.0,5823221.0,g->c
12830,SRR8073716,Unicycler,2623620567,7002527.0,5823227.0,g->c
12831,SRR8073716,Unicycler,2623620567,7002527.0,5823232.0,c->a
12832,SRR8073716,Unicycler,2623620567,7002527.0,5823233.0,a->c
12833,SRR8073716,Unicycler,2623620567,7002527.0,5823236.0,c->g
12834,SRR8073716,Unicycler,2623620567,7002527.0,5823239.0,c->g
12835,SRR8073716,Unicycler,2623620567,7002527.0,5823265.0,a->t
12836,SRR8073716,Unicycler,2623620567,7002527.0,5823266.0,c->g
12837,SRR8073716,Unicycler,2623620567,7002527.0,5823269.0,c->t
12838,SRR8073716,Unicycler,2623620567,7002527.0,5823273.0,g->a
12839,SRR8073716,Unicycler,2623620567,7002527.0,5823274.0,c->g
12840,SRR8073716,Unicycler,2623620567,7002527.0,5823278.0,g->c
12841,SRR8073716,Unicycler,2623620567,7002527.0,5823281.0,g->c
12842,SRR8073716,Unicycler,2623620567,7002527.0,5823283.0,t->c
12843,SRR8073716,Unicycler,2623620567,7002527.0,5823289.0,t->c
12844,SRR8073716,Unicycler,2623620567,7002527.0,5823290.0,c->g
12845,SRR8073716,Unicycler,2623620567,7002527.0,5823293.0,c->g
12846,SRR8073716,Unicycler,2623620567,7002527.0,5823294.0,a->g
12847,SRR8073716,Unicycler,2623620567,7002527.0,5823302.0,c->g
12848,SRR8073716,Unicycler,2623620567,7002527.0,5823303.0,c->t
12849,SRR8073716,Unicycler,2623620567,7002527.0,5823321.0,g->t
12850,SRR8073716,Unicycler,2623620567,7002527.0,5823322.0,g->t
12851,SRR8073716,Unicycler,2623620567,7002527.0,5823335.0,c->g
12852,SRR8073716,Unicycler,2623620567,7002527.0,5823341.0,c->t
12853,SRR8073716,Unicycler,2623620567,7002527.0,5823353.0,c->g
12854,SRR8073716,Unicycler,2623620567,7002527.0,5823354.0,c->t
12855,SRR8073716,Unicycler,2623620567,7002527.0,5823366.0,c->t
12856,SRR8073716,Unicycler,2623620567,7002527.0,5823368.0,g->a
12857,SRR8073716,Unicycler,2623620567,7002527.0,5823383.0,g->c
12858,SRR8073716,Unicycler,2623620567,7002527.0,5823384.0,g->a
12859,SRR8073716,Unicycler,2623620567,7002527.0,5823385.0,t->c
12860,SRR8073716,Unicycler,2623620567,7002527.0,5823388.0,c->g
12861,SRR8073716,Unicycler,2623620567,7002527.0,5823398.0,g->c
12862,SRR8073716,Unicycler,2623620567,7002527.0,5823412.0,g->a
12863,SRR8073716,Unicycler,2623620567,7002527.0,5823419.0,c->g
12864,SRR8073716,Unicycler,2623620567,7002527.0,5823420.0,c->t
12865,SRR8073716,Unicycler,2623620567,7002527.0,5823422.0,g->c
12866,SRR8073716,Unicycler,2623620567,7002527.0,5823431.0,g->c
12867,SRR8073716,Unicycler,2623620567,7002527.0,5823446.0,c->t
12868,SRR8073716,Unicycler,2623620567,7002527.0,5823449.0,c->g
12869,SRR8073716,Unicycler,2623620567,7002527.0,5823450.0,t->c
12870,SRR8073716,Unicycler,2623620567,7002527.0,5823451.0,c->t
12871,SRR8073716,Unicycler,2623620567,7002527.0,5823464.0,c->g
12872,SRR8073716,Unicycler,2623620567,7002527.0,5823470.0,c->g
12873,SRR8073716,Unicycler,2623620567,7002527.0,5823475.0,c->a
12874,SRR8073716,Unicycler,2623620567,7002527.0,5823485.0,g->c
12875,SRR8073716,Unicycler,2623620567,7002527.0,5823486.0,t->a
12876,SRR8073716,Unicycler,2623620567,7002527.0,5823488.0,g->c
12877,SRR8073716,Unicycler,2623620567,7002527.0,5823515.0,c->g
12878,SRR8073716,Unicycler,2623620567,7002527.0,5823536.0,g->c
12879,SRR8073716,Unicycler,2623620567,7002527.0,5823539.0,g->c
12880,SRR8073716,Unicycler,2623620567,7002527.0,5823545.0,g->c
12881,SRR8073716,Unicycler,2623620567,7002527.0,5823550.0,a->c
12882,SRR8073716,Unicycler,2623620567,7002527.0,5823551.0,g->c
12883,SRR8073716,Unicycler,2623620567,7002527.0,5823568.0,c->t
12884,SRR8073716,Unicycler,2623620567,7002527.0,5823582.0,t->c
12885,SRR8073716,Unicycler,2623620567,7002527.0,5823584.0,g->c
12886,SRR8073716,Unicycler,2623620567,7002527.0,5823605.0,g->c
12887,SRR8073716,Unicycler,2623620567,7002527.0,5823624.0,a->c
12888,SRR8073716,Unicycler,2623620567,7002527.0,5823638.0,c->g
12889,SRR8073716,Unicycler,2623620567,7002527.0,5823641.0,g->a
12890,SRR8073716,Unicycler,2623620567,7002527.0,5823677.0,c->g
12891,SRR8073716,Unicycler,2623620567,7002527.0,5823689.0,g->c
12892,SRR8073716,Unicycler,2623620567,7002527.0,5823695.0,g->c
12893,SRR8073716,Unicycler,2623620567,7002527.0,5823701.0,c->g
12894,SRR8073716,Unicycler,2623620567,7002527.0,5823707.0,t->a
12895,SRR8073716,Unicycler,2623620567,7002527.0,5823752.0,g->c
12896,SRR8073716,Unicycler,2623620567,7002527.0,5823758.0,g->a
12897,SRR8073716,Unicycler,2623620567,7002527.0,5823773.0,c->g
12898,SRR8073716,Unicycler,2623620567,7002527.0,5823779.0,g->c
12899,SRR8073716,Unicycler,2623620567,7002527.0,5823788.0,c->g
12900,SRR8073716,Unicycler,2623620567,7002527.0,5823800.0,g->c
12901,SRR8073716,Unicycler,2623620567,7002527.0,5823859.0,g->c
12902,SRR8073716,Unicycler,2623620567,7002527.0,5823866.0,c->g
12903,SRR8073716,Unicycler,2623620567,7002527.0,5823887.0,g->c
12904,SRR8073716,Unicycler,2623620567,7002527.0,5823889.0,g->a
12905,SRR8073716,Unicycler,2623620567,7002527.0,5823905.0,g->c
12906,SRR8073716,Unicycler,2623620567,7002527.0,5823913.0,c->g
12907,SRR8073716,Unicycler,2623620567,7002527.0,5823921.0,t->c
12908,SRR8073716,Unicycler,2623620567,7002527.0,5823925.0,t->g
12909,SRR8073716,Unicycler,2623620567,7002527.0,5823926.0,c->t
12910,SRR8073716,Unicycler,2623620567,7002527.0,5823938.0,c->g
12911,SRR8073716,Unicycler,2623620567,7002527.0,5823943.0,c->t
12912,SRR8073716,Unicycler,2623620567,7002527.0,5823951.0,g->t
12913,SRR8073716,Unicycler,2623620567,7002527.0,5823953.0,g->c
12914,SRR8073716,Unicycler,2623620567,7002527.0,5823954.0,g->a
12915,SRR8073716,Unicycler,2623620567,7002527.0,5823955.0,c->t
12916,SRR8073716,Unicycler,2623620567,7002527.0,5823956.0,g->c
12917,SRR8073716,Unicycler,2623620567,7002527.0,5823974.0,c->g
12918,SRR8073716,Unicycler,2623620567,7002527.0,5823980.0,c->t
12919,SRR8073716,Unicycler,2623620567,7002527.0,5823988.0,t->c
12920,SRR8073716,Unicycler,2623620567,7002527.0,5824006.0,a->g
12921,SRR8073716,Unicycler,2623620567,7002527.0,5824021.0,a->g
12922,SRR8073716,Unicycler,2623620567,7002527.0,5824022.0,g->c
12923,SRR8073716,Unicycler,2623620567,7002527.0,5824026.0,g->a
12924,SRR8073716,Unicycler,2623620567,7002527.0,5824031.0,g->c
12925,SRR8073716,Unicycler,2623620567,7002527.0,5824044.0,g->c
12926,SRR8073716,Unicycler,2623620567,7002527.0,5824045.0,c->t
12927,SRR8073716,Unicycler,2623620567,7002527.0,5824048.0,t->g
12928,SRR8073716,Unicycler,2623620567,7002527.0,5824094.0,g->c
12929,SRR8073716,Unicycler,2623620567,7002527.0,5824097.0,g->c
12930,SRR8073716,Unicycler,2623620567,7002527.0,5824100.0,c->g
12931,SRR8073716,Unicycler,2623620567,7002527.0,5824112.0,g->c
12932,SRR8073716,Unicycler,2623620567,7002527.0,5824141.0,g->t
12933,SRR8073716,Unicycler,2623620567,7002527.0,5824142.0,g->t
12934,SRR8073716,Unicycler,2623620567,7002527.0,5824146.0,t->c
12935,SRR8073716,Unicycler,2623620567,7002527.0,5824163.0,c->g
12936,SRR8073716,Unicycler,2623620567,7002527.0,5824166.0,g->c
12937,SRR8073716,Unicycler,2623620567,7002527.0,5824175.0,g->c
12938,SRR8073716,Unicycler,2623620567,7002527.0,5824190.0,g->c
12939,SRR8073716,Unicycler,2623620567,7002527.0,5824202.0,g->c
12940,SRR8073716,Unicycler,2623620567,7002527.0,5824214.0,g->c
12941,SRR8073716,Unicycler,2623620567,7002527.0,5824223.0,t->c
12942,SRR8073716,Unicycler,2623620567,7002527.0,5824227.0,g->a
12943,SRR8073716,Unicycler,2623620567,7002527.0,5824228.0,t->c
12944,SRR8073716,Unicycler,2623620567,7002527.0,5824229.0,g->a
12945,SRR8073716,Unicycler,2623620567,7002527.0,5824233.0,t->c
12946,SRR8073716,Unicycler,2623620567,7002527.0,5824234.0,g->c
12947,SRR8073716,Unicycler,2623620567,7002527.0,5824239.0,a->g
12948,SRR8073716,Unicycler,2623620567,7002527.0,5824242.0,t->a
12949,SRR8073716,Unicycler,2623620567,7002527.0,5824253.0,g->c
12950,SRR8073716,Unicycler,2623620567,7002527.0,5824277.0,c->g
12951,SRR8073716,Unicycler,2623620567,7002527.0,5824279.0,c->t
12952,SRR8073716,Unicycler,2623620567,7002527.0,5824282.0,t->c
12953,SRR8073716,Unicycler,2623620567,7002527.0,5824286.0,g->a
12954,SRR8073716,Unicycler,2623620567,7002527.0,5824292.0,g->c
12955,SRR8073716,Unicycler,2623620567,7002527.0,5824295.0,g->c
12956,SRR8073716,Unicycler,2623620567,7002527.0,5824301.0,c->g
12957,SRR8073716,Unicycler,2623620567,7002527.0,5824313.0,c->a
12958,SRR8073716,Unicycler,2623620567,7002527.0,5824340.0,g->c
12959,SRR8073716,Unicycler,2623620567,7002527.0,5824352.0,c->g
12960,SRR8073716,Unicycler,2623620567,7002527.0,5824353.0,g->t
12961,SRR8073716,Unicycler,2623620567,7002527.0,5824358.0,c->a
12962,SRR8073716,Unicycler,2623620567,7002527.0,5824370.0,g->c
12963,SRR8073716,Unicycler,2623620567,7002527.0,5824382.0,c->g
12964,SRR8073716,Unicycler,2623620567,7002527.0,5824383.0,c->t
12965,SRR8073716,Unicycler,2623620567,7002527.0,5824389.0,t->c
12966,SRR8073716,Unicycler,2623620567,7002527.0,5824391.0,g->a
12967,SRR8073716,Unicycler,2623620567,7002527.0,5824395.0,g->t
12968,SRR8073716,Unicycler,2623620567,7002527.0,5824396.0,c->a
12969,SRR8073716,Unicycler,2623620567,7002527.0,5824399.0,c->g
12970,SRR8073716,Unicycler,2623620567,7002527.0,5824403.0,g->c
12971,SRR8073716,Unicycler,2623620567,7002527.0,5824408.0,c->g
12972,SRR8073716,Unicycler,2623620567,7002527.0,5824424.0,c->g
12973,SRR8073716,Unicycler,2623620567,7002527.0,5824436.0,g->c
12974,SRR8073716,Unicycler,2623620567,7002527.0,5824442.0,c->g
12975,SRR8073716,Unicycler,2623620567,7002527.0,5824454.0,c->g
12976,SRR8073716,Unicycler,2623620567,7002527.0,5824469.0,g->c
12977,SRR8073716,Unicycler,2623620567,7002527.0,5824481.0,c->g
12978,SRR8073716,Unicycler,2623620567,7002527.0,5824508.0,c->t
12979,SRR8073716,Unicycler,2623620567,7002527.0,5824511.0,c->g
12980,SRR8073716,Unicycler,2623620567,7002527.0,5824513.0,g->t
12981,SRR8073716,Unicycler,2623620567,7002527.0,5824514.0,g->a
12982,SRR8073716,Unicycler,2623620567,7002527.0,5824522.0,g->a
12983,SRR8073716,Unicycler,2623620567,7002527.0,5824523.0,g->c
12984,SRR8073716,Unicycler,2623620567,7002527.0,5824538.0,g->c
12985,SRR8073716,Unicycler,2623620567,7002527.0,5824544.0,c->g
12986,SRR8073716,Unicycler,2623620567,7002527.0,5824550.0,c->g
12987,SRR8073716,Unicycler,2623620567,7002527.0,5824556.0,g->c
12988,SRR8073716,Unicycler,2623620567,7002527.0,5824558.0,a->c
12989,SRR8073716,Unicycler,2623620567,7002527.0,5824562.0,c->g
12990,SRR8073716,Unicycler,2623620567,7002527.0,5824571.0,g->c
12991,SRR8073716,Unicycler,2623620567,7002527.0,5824580.0,c->g
12992,SRR8073716,Unicycler,2623620567,7002527.0,5824582.0,t->g
12993,SRR8073716,Unicycler,2623620567,7002527.0,5824592.0,g->c
12994,SRR8073716,Unicycler,2623620567,7002527.0,5824604.0,g->c
12995,SRR8073716,Unicycler,2623620567,7002527.0,5824606.0,t->c
12996,SRR8073716,Unicycler,2623620567,7002527.0,5824640.0,c->g
12997,SRR8073716,Unicycler,2623620567,7002527.0,5824652.0,c->g
12998,SRR8073716,Unicycler,2623620567,7002527.0,5824664.0,g->c
12999,SRR8073716,Unicycler,2623620567,7002527.0,5824670.0,c->t
13000,SRR8073716,Unicycler,2623620567,7002527.0,5824673.0,g->c
13001,SRR8073716,Unicycler,2623620567,7002527.0,5824685.0,g->c
13002,SRR8073716,Unicycler,2623620567,7002527.0,5824697.0,g->c
13003,SRR8073716,Unicycler,2623620567,7002527.0,5824700.0,t->c
13004,SRR8073716,Unicycler,2623620567,7002527.0,5824701.0,c->t
13005,SRR8073716,Unicycler,2623620567,7002527.0,5824702.0,g->t
13006,SRR8073716,Unicycler,2623620567,7002527.0,5824703.0,c->g
13007,SRR8073716,Unicycler,2623620567,7002527.0,5824706.0,c->g
13008,SRR8073716,Unicycler,2623620567,7002527.0,5824711.0,t->c
13009,SRR8073716,Unicycler,2623620567,7002527.0,5824712.0,c->g
13010,SRR8073716,Unicycler,2623620567,7002527.0,5824718.0,g->c
13011,SRR8073716,Unicycler,2623620567,7002527.0,5824721.0,c->g
13012,SRR8073716,Unicycler,2623620567,7002527.0,5824723.0,c->t
13013,SRR8073716,Unicycler,2623620567,7002527.0,5824738.0,t->g
13014,SRR8073716,Unicycler,2623620567,7002527.0,5824748.0,c->g
13015,SRR8073716,Unicycler,2623620567,7002527.0,5824754.0,t->c
13016,SRR8073716,Unicycler,2623620567,7002527.0,5824760.0,c->g
13017,SRR8073716,Unicycler,2623620567,7002527.0,5824774.0,c->t
13018,SRR8073716,Unicycler,2623620567,7002527.0,5824775.0,g->c
13019,SRR8073716,Unicycler,2623620567,7002527.0,5824786.0,c->t
13020,SRR8073716,Unicycler,2623620567,7002527.0,5824790.0,c->g
13021,SRR8073716,Unicycler,2623620567,7002527.0,5824797.0,g->t
13022,SRR8073716,Unicycler,2623620567,7002527.0,5824801.0,c->g
13023,SRR8073716,Unicycler,2623620567,7002527.0,5824805.0,g->c
13024,SRR8073716,Unicycler,2623620567,7002527.0,5824810.0,g->c
13025,SRR8073716,Unicycler,2623620567,7002527.0,5824811.0,g->c
13026,SRR8073716,Unicycler,2623620567,7002527.0,5824832.0,g->a
13027,SRR8073716,Unicycler,2623620567,7002527.0,5824835.0,c->g
13028,SRR8073716,Unicycler,2623620567,7002527.0,5824846.0,c->g
13029,SRR8073716,Unicycler,2623620567,7002527.0,5824850.0,c->g
13030,SRR8073716,Unicycler,2623620567,7002527.0,5824861.0,g->c
13031,SRR8073716,Unicycler,2623620567,7002527.0,5824868.0,c->g
13032,SRR8073716,Unicycler,2623620567,7002527.0,5824869.0,t->g
13033,SRR8073716,Unicycler,2623620567,7002527.0,5824874.0,c->g
13034,SRR8073716,Unicycler,2623620567,7002527.0,5824876.0,c->t
13035,SRR8073716,Unicycler,2623620567,7002527.0,5824877.0,c->g
13036,SRR8073716,Unicycler,2623620567,7002527.0,5824883.0,g->c
13037,SRR8073716,Unicycler,2623620567,7002527.0,5824885.0,a->g
13038,SRR8073716,Unicycler,2623620567,7002527.0,5824895.0,t->g
13039,SRR8073716,Unicycler,2623620567,7002527.0,5824934.0,c->g
13040,SRR8073716,Unicycler,2623620567,7002527.0,5824943.0,c->g
13041,SRR8073716,Unicycler,2623620567,7002527.0,5824948.0,g->c
13042,SRR8073716,Unicycler,2623620567,7002527.0,5824949.0,c->g
13043,SRR8073716,Unicycler,2623620567,7002527.0,5824958.0,g->a
13044,SRR8073716,Unicycler,2623620567,7002527.0,5824959.0,g->t
13045,SRR8073716,Unicycler,2623620567,7002527.0,5824967.0,g->c
13046,SRR8073716,Unicycler,2623620567,7002527.0,5824982.0,c->g
13047,SRR8073716,Unicycler,2623620567,7002527.0,5824983.0,t->a
13048,SRR8073716,Unicycler,2623620567,7002527.0,5824987.0,a->g
13049,SRR8073716,Unicycler,2623620567,7002527.0,5824997.0,c->g
13050,SRR8073716,Unicycler,2623620567,7002527.0,5825003.0,g->c
13051,SRR8073716,Unicycler,2623620567,7002527.0,5825009.0,g->c
13052,SRR8073716,Unicycler,2623620567,7002527.0,5825022.0,c->t
13053,SRR8073716,Unicycler,2623620567,7002527.0,5825033.0,g->c
13054,SRR8073716,Unicycler,2623620567,7002527.0,5825041.0,c->t
13055,SRR8073716,Unicycler,2623620567,7002527.0,5825054.0,g->c
13056,SRR8073716,Unicycler,2623620567,7002527.0,5825057.0,t->c
13057,SRR8073716,Unicycler,2623620567,7002527.0,5825068.0,g->c
13058,SRR8073716,Unicycler,2623620567,7002527.0,5825084.0,g->c
13059,SRR8073716,Unicycler,2623620567,7002527.0,5825090.0,c->g
13060,SRR8073716,Unicycler,2623620567,7002527.0,5825110.0,t->c
13061,SRR8073716,Unicycler,2623620567,7002527.0,5825117.0,g->c
13062,SRR8073716,Unicycler,2623620567,7002527.0,5825123.0,g->c
13063,SRR8073716,Unicycler,2623620567,7002527.0,5825126.0,g->c
13064,SRR8073716,Unicycler,2623620567,7002527.0,5825141.0,g->c
13065,SRR8073716,Unicycler,2623620567,7002527.0,5825159.0,g->t
13066,SRR8073716,Unicycler,2623620567,7002527.0,5825198.0,t->c
13067,SRR8073716,Unicycler,2623620567,7002527.0,5825213.0,c->g
13068,SRR8073716,Unicycler,2623620567,7002527.0,5825224.0,g->t
13069,SRR8073716,Unicycler,2623620567,7002527.0,5825233.0,c->t
13070,SRR8073716,Unicycler,2623620567,7002527.0,5825245.0,c->a
13071,SRR8073716,Unicycler,2623620567,7002527.0,5825248.0,g->t
13072,SRR8073716,Unicycler,2623620567,7002527.0,5825249.0,g->c
13073,SRR8073716,Unicycler,2623620567,7002527.0,5825252.0,t->c
13074,SRR8073716,Unicycler,2623620567,7002527.0,5825270.0,g->c
13075,SRR8073716,Unicycler,2623620567,7002527.0,5825276.0,c->t
13076,SRR8073716,Unicycler,2623620567,7002527.0,5825324.0,g->a
13077,SRR8073716,Unicycler,2623620567,7002527.0,5825327.0,c->g
13078,SRR8073716,Unicycler,2623620567,7002527.0,5825333.0,g->a
13079,SRR8073716,Unicycler,2623620567,7002527.0,5825336.0,g->c
13080,SRR8073716,Unicycler,2623620567,7002527.0,5825345.0,g->a
13081,SRR8073716,Unicycler,2623620567,7002527.0,5825346.0,a->t
13082,SRR8073716,Unicycler,2623620567,7002527.0,5825348.0,c->g
13083,SRR8073716,Unicycler,2623620567,7002527.0,5825354.0,g->c
13084,SRR8073716,Unicycler,2623620567,7002527.0,5825363.0,c->g
13085,SRR8073716,Unicycler,2623620567,7002527.0,5825429.0,c->g
13086,SRR8073716,Unicycler,2623620567,7002527.0,5825438.0,c->g
13087,SRR8073716,Unicycler,2623620567,7002527.0,5825462.0,c->a
